timestamp,elapsed_time,velocity_instant,velocity_average,acceleration,yaw_rad,yaw_deg,path_traveled,exploration_pct,2d_pct,3d_pct,exploration_rate,avg_exploration_rate
0.000000000,0.082,0.006,0.025,0.000,-1.652,-94.641,13.622,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.182,0.006,0.025,0.000,-1.652,-94.640,13.624,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.282,0.006,0.025,0.000,-1.652,-94.639,13.626,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.382,0.006,0.025,0.000,-1.652,-94.639,13.627,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.483,0.006,0.025,0.000,-1.652,-94.636,13.630,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.582,0.006,0.025,0.000,-1.652,-94.636,13.632,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.682,0.006,0.025,0.000,-1.652,-94.635,13.634,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.782,0.007,0.025,0.000,-1.652,-94.637,13.636,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.883,0.007,0.025,0.000,-1.652,-94.639,13.637,0.000,0.000,0.000,0.000,-1.000
0.000000000,0.986,0.006,0.025,0.000,-1.652,-94.649,13.639,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.082,0.004,0.025,0.000,-1.653,-94.688,13.641,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.182,0.002,0.025,0.000,-1.655,-94.798,13.644,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.282,0.004,0.025,0.000,-1.655,-94.830,13.644,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.384,0.008,0.025,0.000,-1.656,-94.903,13.645,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.482,0.022,0.025,0.000,-1.661,-95.150,13.648,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.582,0.043,0.025,0.000,-1.667,-95.485,13.651,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.683,0.043,0.025,0.000,-1.667,-95.485,13.651,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.784,0.071,0.025,0.000,-1.674,-95.900,13.654,0.000,0.000,0.000,0.000,-1.000
0.000000000,1.882,0.097,0.025,0.000,-1.680,-96.284,13.658,0.000,0.000,0.000,0.000,0.000
0.000000000,1.982,0.104,0.025,0.000,-1.682,-96.387,13.659,0.000,0.000,0.000,0.000,0.000
0.000000000,2.082,0.104,0.025,0.000,-1.682,-96.387,13.659,0.000,0.000,0.000,0.000,0.000
0.000000000,2.183,0.127,0.025,0.000,-1.688,-96.708,13.663,0.000,0.000,0.000,0.000,0.000
0.000000000,2.284,0.161,0.025,0.000,-1.696,-97.170,13.670,0.000,0.000,0.000,0.000,0.000
0.000000000,2.382,0.189,0.025,0.000,-1.702,-97.538,13.676,0.000,0.000,0.000,0.000,0.000
0.000000000,2.487,0.219,0.025,0.000,-1.709,-97.928,13.683,0.000,0.000,0.000,0.000,0.000
0.000000000,2.582,0.263,0.025,0.000,-1.719,-98.470,13.693,0.000,0.000,0.000,0.000,0.000
0.000000000,2.683,0.298,0.025,0.000,-1.726,-98.904,13.703,0.000,0.000,0.000,0.000,0.000
0.000000000,2.782,0.336,0.025,0.000,-1.734,-99.340,13.713,0.000,0.000,0.000,0.000,0.000
0.000000000,2.882,0.389,0.025,0.000,-1.745,-99.991,13.729,0.000,0.000,0.000,0.000,0.000
0.000000000,2.982,0.430,0.025,0.000,-1.754,-100.478,13.743,0.000,0.000,0.000,0.000,0.000
0.000000000,3.082,0.473,0.025,0.000,-1.763,-101.038,13.758,0.000,0.000,0.000,0.000,0.000
0.000000000,3.184,0.502,0.025,0.000,-1.770,-101.411,13.769,0.000,0.000,0.000,0.000,0.000
0.000000000,3.284,0.502,0.025,0.000,-1.770,-101.411,13.769,0.000,0.000,0.000,0.000,0.000
0.000000000,3.383,0.561,0.025,0.000,-1.784,-102.225,13.792,0.000,0.000,0.000,0.000,0.000
0.000000000,3.486,0.606,0.025,0.000,-1.796,-102.882,13.811,0.000,0.000,0.000,0.000,0.000
0.000000000,3.583,0.651,0.025,0.000,-1.808,-103.570,13.832,0.000,0.000,0.000,0.000,0.000
0.000000000,3.682,0.710,0.025,0.000,-1.825,-104.582,13.862,0.000,0.000,0.000,0.000,0.000
0.000000000,3.782,0.753,0.025,0.000,-1.839,-105.373,13.886,0.000,0.000,0.000,0.000,0.000
0.000000000,3.882,0.795,0.025,0.000,-1.854,-106.245,13.912,0.000,0.000,0.000,0.000,0.000
0.000000000,3.982,0.849,0.025,0.000,-1.875,-107.410,13.948,0.000,0.000,0.000,0.000,0.000
0.000000000,4.082,0.888,0.025,0.000,-1.892,-108.384,13.977,0.000,0.000,0.000,0.000,0.000
0.000000000,4.182,0.927,0.025,0.000,-1.908,-109.311,14.007,0.000,0.000,0.000,0.000,0.000
0.000000000,4.282,0.966,0.025,0.000,-1.927,-110.382,14.038,0.000,0.000,0.000,0.000,0.000
0.000000000,4.382,1.014,0.025,0.000,-1.950,-111.731,14.081,0.000,0.000,0.000,0.000,0.000
0.000000000,4.483,1.049,0.026,0.000,-1.970,-112.859,14.115,0.000,0.000,0.000,0.000,0.000
0.000000000,4.582,1.080,0.026,0.000,-1.988,-113.914,14.150,0.000,0.000,0.000,0.000,0.000
0.000000000,4.682,1.100,0.026,0.000,-2.001,-114.623,14.174,0.000,0.000,0.000,0.000,0.000
0.000000000,4.782,1.142,0.026,0.000,-2.031,-116.384,14.236,0.000,0.000,0.000,0.000,0.000
0.000000000,4.883,1.142,0.026,0.000,-2.031,-116.384,14.236,0.000,0.000,0.000,0.000,0.000
0.000000000,4.982,1.162,0.026,0.000,-2.049,-117.400,14.274,0.000,0.000,0.000,0.000,0.000
0.000000000,5.082,1.185,0.026,0.000,-2.071,-118.653,14.325,0.000,0.000,0.000,0.000,0.000
0.000000000,5.182,1.198,0.026,0.000,-2.086,-119.531,14.363,0.000,0.000,0.000,0.000,0.000
0.000000000,5.282,1.209,0.026,0.000,-2.100,-120.312,14.402,0.000,0.000,0.000,0.000,0.000
0.000000000,5.382,1.217,0.026,0.000,-2.111,-120.977,14.440,0.000,0.000,0.000,0.000,0.000
0.000000000,5.483,1.222,0.026,0.000,-2.121,-121.540,14.478,0.000,0.000,0.000,0.000,0.000
0.000000000,5.582,1.224,0.026,0.000,-2.129,-121.969,14.516,0.000,0.000,0.000,0.000,0.000
0.000000000,5.683,1.225,0.026,0.000,-2.131,-122.091,14.529,0.000,0.000,0.000,0.000,0.000
0.000000000,5.782,1.223,0.026,0.000,-2.135,-122.354,14.567,0.000,0.000,0.000,0.000,0.000
0.000000000,5.883,1.217,0.026,0.000,-2.138,-122.473,14.617,0.000,0.000,0.000,0.000,0.000
0.000000000,5.982,1.201,0.027,0.000,-2.135,-122.308,14.689,0.000,0.000,0.000,0.000,0.000
0.000000000,6.082,1.191,0.027,0.000,-2.130,-122.022,14.725,0.000,0.000,0.000,0.000,0.000
0.000000000,6.182,1.175,0.027,0.000,-2.120,-121.493,14.772,0.000,0.000,0.000,0.000,0.000
0.000000000,6.283,1.161,0.027,0.000,-2.112,-121.024,14.807,0.000,0.000,0.000,0.000,0.000
0.000000000,6.382,1.146,0.027,0.000,-2.103,-120.483,14.841,0.000,0.000,0.000,0.000,0.000
0.000000000,6.482,1.129,0.027,0.000,-2.093,-119.895,14.875,0.000,0.000,0.000,0.000,0.000
0.000000000,6.583,1.111,0.027,0.000,-2.081,-119.245,14.906,0.000,0.000,0.000,0.000,0.000
0.000000000,6.682,1.100,0.027,0.000,-2.073,-118.749,14.925,0.000,0.000,0.000,0.000,0.000
0.000000000,6.782,1.076,0.027,0.000,-2.053,-117.651,14.964,0.000,0.000,0.000,0.000,0.000
0.000000000,6.883,1.059,0.027,0.000,-2.038,-116.768,14.993,0.000,0.000,0.000,0.000,0.000
0.000000000,6.982,1.033,0.027,0.000,-2.009,-115.121,15.040,0.000,0.000,0.000,0.000,0.000
0.000000000,7.082,1.018,0.027,0.000,-1.991,-114.047,15.068,0.000,0.000,0.000,0.000,0.000
0.000000000,7.182,1.005,0.027,0.000,-1.970,-112.892,15.096,0.000,0.000,0.000,0.000,0.000
0.000000000,7.282,0.987,0.027,0.000,-1.941,-111.213,15.133,0.000,0.000,0.000,0.000,0.000
0.000000000,7.382,0.969,0.027,0.000,-1.917,-109.854,15.160,0.000,0.000,0.000,0.000,0.000
0.000000000,7.483,0.948,0.027,0.000,-1.893,-108.445,15.187,0.000,0.000,0.000,0.000,0.000
0.000000000,7.582,0.916,0.027,0.000,-1.859,-106.485,15.221,0.000,0.000,0.000,0.000,0.000
0.000000000,7.682,0.887,0.027,0.000,-1.833,-104.995,15.246,0.000,0.000,0.000,0.000,0.000
0.000000000,7.782,0.858,0.027,0.000,-1.807,-103.514,15.269,0.000,0.000,0.000,0.000,0.000
0.000000000,7.884,0.840,0.027,0.000,-1.790,-102.533,15.285,0.000,0.000,0.000,0.000,0.000
0.000000000,7.982,0.799,0.028,0.000,-1.746,-100.057,15.321,0.000,0.000,0.000,0.000,0.000
0.000000000,8.082,0.777,0.028,0.000,-1.720,-98.559,15.342,0.000,0.000,0.000,0.000,0.000
0.000000000,8.182,0.751,0.028,0.000,-1.685,-96.548,15.369,0.000,0.000,0.000,0.000,0.000
0.000000000,8.282,0.733,0.028,0.000,-1.659,-95.038,15.388,0.000,0.000,0.000,0.000,0.000
0.000000000,8.382,0.716,0.028,0.000,-1.632,-93.527,15.407,0.000,0.000,0.000,0.000,0.000
0.000000000,8.483,0.700,0.028,0.000,-1.606,-92.019,15.425,0.000,0.000,0.000,0.000,0.000
0.000000000,8.582,0.679,0.028,0.000,-1.571,-90.024,15.448,0.000,0.000,0.000,0.000,0.000
0.000000000,8.682,0.664,0.028,0.000,-1.545,-88.544,15.465,0.000,0.000,0.000,0.000,0.000
