timestamp,elapsed_time,velocity_instant,velocity_average,acceleration,yaw_rad,yaw_deg,path_traveled,exploration_pct,og_pct,octomap_pct,exploration_rate,avg_exploration_rate,gt_known_cells,current_known_cells,matched_cells,free_ratio,occupied_ratio,unknown_ratio
0.000000000,0.091,0.720,0.735,0.000,-0.762,-43.651,132.189,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.190,0.721,0.733,0.000,-0.775,-44.411,132.218,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.290,0.721,0.732,0.000,-0.796,-45.629,132.262,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.390,0.722,0.731,0.000,-0.808,-46.276,132.284,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.492,0.721,0.731,0.000,-0.823,-47.165,132.313,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.590,0.721,0.730,0.000,-0.847,-48.531,132.356,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.692,0.720,0.729,0.000,-0.863,-49.445,132.385,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.790,0.720,0.728,0.000,-0.875,-50.119,132.407,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.890,0.719,0.727,0.000,-0.894,-51.215,132.443,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.990,0.718,0.726,0.000,-0.912,-52.277,132.479,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.090,0.718,0.726,0.000,-0.923,-52.901,132.500,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.191,0.717,0.725,0.000,-0.934,-53.514,132.522,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.290,0.717,0.725,0.000,-0.948,-54.320,132.551,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.390,0.718,0.724,0.000,-0.969,-55.521,132.595,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.490,0.718,0.724,0.000,-0.983,-56.322,132.624,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.590,0.719,0.723,0.000,-0.994,-56.933,132.646,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.690,0.720,0.723,0.000,-1.004,-57.553,132.667,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.790,0.721,0.723,0.000,-1.019,-58.392,132.697,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.890,0.722,0.723,0.000,-1.042,-59.691,132.741,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.990,0.723,0.723,0.000,-1.053,-60.361,132.763,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.091,0.725,0.723,0.000,-1.065,-61.044,132.785,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.190,0.726,0.723,0.000,-1.082,-61.976,132.814,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
