timestamp,elapsed_time,velocity_instant,velocity_average,acceleration,yaw_rad,yaw_deg,path_traveled,exploration_pct,2d_pct,3d_pct,exploration_rate,avg_exploration_rate
0.000000000,0.067,0.001,0.005,0.000,-1.658,-95.001,1.710,1.708,1.708,0.000,-0.004,-1.000
0.000000000,0.167,0.001,0.005,0.000,-1.658,-95.001,1.712,1.708,1.708,0.000,-0.004,-1.000
0.000000000,0.267,0.002,0.004,0.000,-1.658,-95.001,1.714,1.708,1.708,0.000,-0.004,-1.000
0.000000000,0.367,0.003,0.004,0.000,-1.658,-94.992,1.716,1.708,1.708,0.000,-0.004,-1.000
0.000000000,0.467,0.005,0.004,0.000,-1.657,-94.960,1.718,1.708,1.708,0.000,-0.004,-1.000
0.000000000,0.567,0.010,0.005,0.000,-1.655,-94.849,1.721,1.704,1.704,0.000,-0.004,-1.000
0.000000000,0.667,0.017,0.005,0.000,-1.653,-94.691,1.723,1.704,1.704,0.000,-0.004,-1.000
0.000000000,0.767,0.027,0.007,0.000,-1.648,-94.447,1.725,1.704,1.704,0.000,-0.004,-1.000
0.000000000,0.867,0.042,0.010,0.000,-1.641,-94.030,1.728,1.704,1.704,0.000,-0.004,-1.000
0.000000000,0.968,0.065,0.016,0.000,-1.629,-93.344,1.732,1.704,1.704,0.000,-0.004,-1.000
0.000000000,1.068,0.086,0.022,0.000,-1.617,-92.665,1.737,1.704,1.704,0.000,-0.004,-1.000
0.000000000,1.167,0.119,0.032,0.000,-1.597,-91.520,1.745,1.704,1.704,0.000,-0.004,-1.000
0.000000000,1.267,0.136,0.037,0.000,-1.585,-90.841,1.750,1.704,1.704,0.000,-0.004,-1.000
0.000000000,1.367,0.164,0.048,0.000,-1.566,-89.700,1.758,1.704,1.704,0.000,-0.004,-1.000
0.000000000,1.467,0.194,0.061,0.000,-1.543,-88.418,1.768,1.704,1.704,0.000,-0.004,-1.000
0.000000000,1.567,0.236,0.079,0.000,-1.510,-86.506,1.783,1.729,1.729,0.000,0.025,0.025
0.000000000,1.667,0.270,0.096,0.000,-1.482,-84.941,1.796,1.729,1.729,0.000,0.025,0.025
0.000000000,1.770,0.305,0.115,0.000,-1.453,-83.275,1.812,1.729,1.729,0.000,0.025,0.025
0.000000000,1.867,0.339,0.131,0.000,-1.423,-81.520,1.829,1.729,1.729,0.000,0.025,0.025
0.000000000,1.967,0.373,0.153,0.000,-1.391,-79.704,1.847,1.729,1.729,0.000,0.025,0.025
0.000000000,2.068,0.395,0.171,0.000,-1.369,-78.451,1.861,1.729,1.729,0.000,0.025,0.025
0.000000000,2.168,0.427,0.190,0.000,-1.336,-76.566,1.882,1.729,1.729,0.000,0.025,0.025
0.000000000,2.267,0.458,0.215,0.000,-1.303,-74.684,1.906,1.729,1.729,0.000,0.025,0.025
0.000000000,2.367,0.483,0.235,0.000,-1.276,-73.107,1.926,1.729,1.729,0.000,0.025,0.025
0.000000000,2.468,0.506,0.255,0.000,-1.250,-71.611,1.947,1.729,1.729,0.000,0.025,0.025
0.000000000,2.567,0.523,0.270,0.000,-1.229,-70.441,1.965,1.886,1.886,0.000,0.157,0.038
0.000000000,2.667,0.546,0.296,0.000,-1.201,-68.810,1.993,1.886,1.886,0.000,0.157,0.038
0.000000000,2.768,0.565,0.316,0.000,-1.179,-67.555,2.017,1.886,1.886,0.000,0.157,0.038
0.000000000,2.868,0.581,0.336,0.000,-1.159,-66.408,2.042,1.886,1.886,0.000,0.157,0.038
0.000000000,2.967,0.599,0.361,0.000,-1.138,-65.194,2.073,1.886,1.886,0.000,0.157,0.038
0.000000000,3.067,0.618,0.389,0.000,-1.117,-63.972,2.110,1.886,1.886,0.000,0.157,0.038
0.000000000,3.167,0.638,0.417,0.000,-1.096,-62.824,2.153,1.886,1.886,0.000,0.157,0.038
0.000000000,3.267,0.650,0.439,0.000,-1.084,-62.121,2.186,1.886,1.886,0.000,0.157,0.038
0.000000000,3.367,0.663,0.464,0.000,-1.071,-61.372,2.230,1.886,1.886,0.000,0.157,0.038
0.000000000,3.467,0.671,0.484,0.000,-1.063,-60.905,2.264,1.886,1.886,0.000,0.157,0.038
0.000000000,3.567,0.678,0.505,0.000,-1.055,-60.422,2.303,2.138,2.138,0.000,0.252,0.059
0.000000000,3.667,0.682,0.525,0.000,-1.046,-59.918,2.348,2.138,2.138,0.000,0.252,0.059
0.000000000,3.768,0.684,0.541,0.000,-1.039,-59.534,2.382,2.138,2.138,0.000,0.252,0.059
0.000000000,3.867,0.684,0.554,0.000,-1.030,-59.030,2.420,2.138,2.138,0.000,0.252,0.059
0.000000000,3.967,0.683,0.567,0.000,-1.021,-58.520,2.453,2.138,2.138,0.000,0.252,0.059
0.000000000,4.067,0.681,0.580,0.000,-1.009,-57.809,2.490,2.138,2.138,0.000,0.252,0.059
0.000000000,4.167,0.679,0.590,0.000,-0.996,-57.062,2.522,2.138,2.138,0.000,0.252,0.059
0.000000000,4.267,0.675,0.598,0.000,-0.977,-56.004,2.558,2.138,2.138,0.000,0.252,0.059
0.000000000,4.368,0.670,0.606,0.000,-0.955,-54.724,2.593,2.138,2.138,0.000,0.252,0.059
0.000000000,4.468,0.665,0.612,0.000,-0.929,-53.231,2.628,2.138,2.138,0.000,0.252,0.059
0.000000000,4.568,0.659,0.618,0.000,-0.899,-51.520,2.662,2.349,2.349,0.000,0.211,0.075
0.000000000,4.667,0.653,0.622,0.000,-0.860,-49.281,2.700,2.349,2.349,0.000,0.211,0.075
0.000000000,4.767,0.647,0.625,0.000,-0.822,-47.081,2.734,2.349,2.349,0.000,0.211,0.075
0.000000000,4.867,0.642,0.628,0.000,-0.773,-44.300,2.771,2.349,2.349,0.000,0.211,0.075
0.000000000,4.967,0.639,0.629,0.000,-0.734,-42.043,2.800,2.349,2.349,0.000,0.211,0.075
0.000000000,5.067,0.636,0.630,0.000,-0.686,-39.277,2.833,2.349,2.349,0.000,0.211,0.075
0.000000000,5.167,0.632,0.630,0.000,-0.628,-35.964,2.870,2.349,2.349,0.000,0.211,0.075
0.000000000,5.268,0.628,0.630,0.000,-0.575,-32.953,2.903,2.349,2.349,0.000,0.211,0.075
0.000000000,5.367,0.623,0.630,0.000,-0.513,-29.395,2.940,2.349,2.349,0.000,0.211,0.075
0.000000000,5.467,0.617,0.628,0.000,-0.449,-25.736,2.978,2.349,2.349,0.000,0.211,0.075
0.000000000,5.567,0.610,0.626,0.000,-0.384,-21.989,3.015,2.366,2.366,0.000,0.017,0.069
0.000000000,5.667,0.600,0.624,0.000,-0.318,-18.201,3.052,2.366,2.366,0.000,0.017,0.069
0.000000000,5.767,0.590,0.621,0.000,-0.260,-14.889,3.084,2.366,2.366,0.000,0.017,0.069
0.000000000,5.867,0.580,0.617,0.000,-0.211,-12.078,3.111,2.366,2.366,0.000,0.017,0.069
0.000000000,5.967,0.565,0.611,0.000,-0.138,-7.935,3.151,2.366,2.366,0.000,0.017,0.069
0.000000000,6.068,0.554,0.606,0.000,-0.092,-5.247,3.178,2.366,2.366,0.000,0.017,0.069
0.000000000,6.167,0.539,0.599,0.000,-0.031,-1.777,3.212,2.366,2.366,0.000,0.017,0.069
0.000000000,6.268,0.526,0.592,0.000,0.013,0.732,3.237,2.366,2.366,0.000,0.017,0.069
0.000000000,6.367,0.506,0.582,0.000,0.076,4.332,3.273,2.366,2.366,0.000,0.017,0.069
0.000000000,6.467,0.488,0.572,0.000,0.122,6.989,3.299,2.366,2.366,0.000,0.017,0.069
