timestamp,elapsed_time,velocity_instant,velocity_average,acceleration,yaw_rad,yaw_deg,path_traveled,exploration_pct,og_pct,octomap_pct,exploration_rate,avg_exploration_rate,gt_known_cells,current_known_cells,matched_cells,free_ratio,occupied_ratio,unknown_ratio
0.000000000,0.072,0.720,0.669,0.000,1.449,83.021,3.554,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.170,0.721,0.671,0.000,1.438,82.419,3.570,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.270,0.720,0.676,0.000,1.417,81.193,3.603,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.370,0.716,0.680,0.000,1.395,79.949,3.636,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.470,0.709,0.683,0.000,1.374,78.702,3.668,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.571,0.695,0.684,0.000,1.348,77.250,3.706,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.670,0.682,0.685,0.000,1.330,76.223,3.732,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.770,0.666,0.684,0.000,1.313,75.214,3.757,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.870,0.649,0.682,0.000,1.295,74.222,3.782,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.970,0.624,0.677,0.000,1.275,73.062,3.810,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.070,0.601,0.672,0.000,1.259,72.122,3.833,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.170,0.576,0.665,0.000,1.243,71.208,3.854,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.270,0.548,0.657,0.000,1.227,70.323,3.874,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.370,0.514,0.644,0.000,1.209,69.294,3.896,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.471,0.490,0.636,0.000,1.198,68.631,3.910,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.570,0.459,0.623,0.000,1.184,67.825,3.927,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.670,0.427,0.608,0.000,1.170,67.047,3.942,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.770,0.394,0.593,0.000,1.157,66.297,3.956,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.870,0.361,0.576,0.000,1.144,65.571,3.969,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.971,0.335,0.562,0.000,1.135,65.008,3.978,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.070,0.303,0.543,0.000,1.123,64.319,3.989,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.170,0.273,0.523,0.000,1.111,63.636,3.999,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.270,0.243,0.497,0.000,1.096,62.820,4.011,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.370,0.222,0.476,0.000,1.085,62.158,4.020,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.470,0.202,0.451,0.000,1.071,61.382,4.030,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.570,0.185,0.426,0.000,1.058,60.618,4.040,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.671,0.173,0.406,0.000,1.047,59.992,4.049,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.770,0.160,0.383,0.000,1.032,59.129,4.060,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.870,0.153,0.370,0.000,1.023,58.635,4.066,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,2.970,0.145,0.348,0.000,1.011,57.899,4.075,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
