timestamp,elapsed_time,velocity_instant,velocity_average,acceleration,yaw_rad,yaw_deg,path_traveled,exploration_pct,2d_pct,3d_pct,explored_area_m2,explored_volume_m3,exploration_rate,avg_exploration_rate
0.000000000,0.072,0.013,0.068,0.000,-1.675,-95.945,1.535,1.051,2.103,0.000,20.60,25.06,0.000,-1.000
0.000000000,0.173,0.012,0.068,0.000,-1.675,-95.945,1.537,1.051,2.103,0.000,20.60,25.06,0.000,-1.000
0.000000000,0.272,0.011,0.068,0.000,-1.675,-95.945,1.539,1.051,2.103,0.000,20.60,25.06,0.000,-1.000
0.000000000,0.372,0.011,0.068,0.000,-1.675,-95.944,1.541,1.051,2.103,0.000,20.60,25.06,0.000,-1.000
0.000000000,0.473,0.009,0.067,0.000,-1.674,-95.938,1.543,1.051,2.103,0.000,20.60,25.06,0.000,-1.000
0.000000000,0.572,0.004,0.067,0.000,-1.674,-95.925,1.545,1.051,2.103,0.000,20.60,25.06,0.000,-1.000
0.000000000,0.672,0.004,0.067,0.000,-1.674,-95.910,1.547,1.051,2.103,0.000,20.60,25.06,0.000,-1.000
0.000000000,0.772,0.017,0.067,0.000,-1.674,-95.886,1.549,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,0.872,0.030,0.067,0.000,-1.673,-95.862,1.551,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,0.972,0.049,0.066,0.000,-1.673,-95.832,1.555,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,1.072,0.072,0.066,0.000,-1.672,-95.803,1.560,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,1.172,0.094,0.066,0.000,-1.672,-95.782,1.565,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,1.272,0.119,0.066,0.000,-1.671,-95.762,1.571,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,1.372,0.146,0.066,0.000,-1.671,-95.754,1.578,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,1.472,0.181,0.066,0.000,-1.671,-95.754,1.588,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,1.573,0.219,0.067,0.000,-1.671,-95.767,1.600,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,1.673,0.253,0.067,0.000,-1.672,-95.786,1.612,1.051,2.103,0.000,20.60,25.05,0.000,-1.000
0.000000000,1.772,0.281,0.067,0.000,-1.672,-95.800,1.622,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,1.872,0.309,0.067,0.000,-1.672,-95.816,1.633,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,1.972,0.345,0.068,0.000,-1.673,-95.839,1.649,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,2.072,0.400,0.068,0.000,-1.674,-95.888,1.677,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,2.172,0.426,0.069,0.000,-1.674,-95.920,1.692,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,2.273,0.463,0.069,0.000,-1.675,-95.961,1.716,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,2.371,0.491,0.070,0.000,-1.675,-95.985,1.738,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,2.472,0.518,0.071,0.000,-1.675,-95.961,1.760,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,2.571,0.543,0.071,0.000,-1.674,-95.906,1.784,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,2.671,0.571,0.072,0.000,-1.671,-95.763,1.813,1.151,2.303,0.000,22.56,38.10,0.100,0.100
0.000000000,2.771,0.593,0.073,0.000,-1.668,-95.587,1.838,1.190,2.380,0.000,23.32,38.90,0.039,0.094
0.000000000,2.871,0.616,0.074,0.000,-1.663,-95.297,1.870,1.190,2.380,0.000,23.32,38.90,0.039,0.094
0.000000000,2.973,0.629,0.074,0.000,-1.659,-95.049,1.892,1.190,2.380,0.000,23.32,38.90,0.039,0.094
