tick,elapsed_time,exploration_duration,exploration_pct,og_pct,octomap_pct,gt_known_cells,current_known_cells,matched_cells,gt_known_voxels,current_known_voxels,matched_voxels,free_ratio,occupied_ratio,unknown_ratio,iou_free,iou_occupied,exploration_rate,avg_exploration_rate,estimated_completion_time
0,0.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.404,0.033,0.563,0.131,0.004,0.000,0.000,-1.000
1,1.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.404,0.033,0.563,0.131,0.004,0.000,0.000,-1.000
2,2.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.404,0.033,0.563,0.131,0.004,0.000,0.000,-1.000
3,3.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.404,0.033,0.563,0.131,0.004,0.000,0.000,-1.000
4,4.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.404,0.033,0.563,0.131,0.004,0.000,0.000,-1.000
5,5.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.400,0.032,0.568,0.131,0.004,0.000,0.000,-1.000
6,6.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.400,0.032,0.568,0.131,0.004,0.000,0.000,-1.000
7,7.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.395,0.032,0.573,0.131,0.004,0.000,0.000,-1.000
8,8.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
9,9.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
10,10.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
11,11.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
12,12.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
13,13.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
14,14.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
15,15.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
16,16.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
17,17.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.383,0.031,0.586,0.131,0.004,0.000,0.000,-1.000
18,18.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.375,0.030,0.595,0.131,0.004,0.000,0.000,-1.000
19,19.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.360,0.029,0.611,0.131,0.004,0.000,0.000,-1.000
20,20.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.356,0.029,0.615,0.131,0.004,0.000,0.000,-1.000
21,21.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.349,0.028,0.622,0.131,0.004,0.000,0.000,-1.000
22,22.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.349,0.028,0.622,0.131,0.004,0.000,0.000,-1.000
23,23.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.346,0.028,0.626,0.131,0.004,0.000,0.000,-1.000
24,24.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.346,0.028,0.626,0.131,0.004,0.000,0.000,-1.000
25,25.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.339,0.027,0.633,0.131,0.004,0.000,0.000,-1.000
26,26.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.339,0.027,0.633,0.131,0.004,0.000,0.000,-1.000
27,27.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.333,0.027,0.640,0.131,0.004,0.000,0.000,-1.000
28,28.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.330,0.027,0.643,0.131,0.004,0.000,0.000,-1.000
29,29.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.324,0.026,0.650,0.131,0.004,0.000,0.000,-1.000
30,30.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.324,0.026,0.650,0.131,0.004,0.000,0.000,-1.000
31,31.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.324,0.026,0.650,0.131,0.004,0.000,0.000,-1.000
32,32.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.318,0.026,0.656,0.131,0.004,0.000,0.000,-1.000
33,33.996,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.316,0.026,0.659,0.131,0.004,0.000,0.000,-1.000
34,34.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.316,0.026,0.659,0.131,0.004,0.000,0.000,-1.000
35,35.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.310,0.025,0.665,0.131,0.004,0.000,0.000,-1.000
36,36.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.305,0.025,0.670,0.131,0.004,0.000,0.000,-1.000
37,37.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.297,0.024,0.679,0.131,0.004,0.000,0.000,-1.000
38,38.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.297,0.024,0.679,0.131,0.004,0.000,0.000,-1.000
39,39.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.293,0.024,0.684,0.131,0.004,0.000,0.000,-1.000
40,40.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.293,0.024,0.684,0.131,0.004,0.000,0.000,-1.000
41,41.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.286,0.023,0.691,0.131,0.004,0.000,0.000,-1.000
42,42.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.286,0.023,0.691,0.131,0.004,0.000,0.000,-1.000
43,43.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.286,0.023,0.691,0.131,0.004,0.000,0.000,-1.000
44,44.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.281,0.023,0.696,0.131,0.004,0.000,0.000,-1.000
45,45.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.281,0.023,0.696,0.131,0.004,0.000,0.000,-1.000
46,46.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.275,0.022,0.703,0.131,0.004,0.000,0.000,-1.000
47,47.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.275,0.022,0.703,0.131,0.004,0.000,0.000,-1.000
48,48.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.271,0.022,0.708,0.131,0.004,0.000,0.000,-1.000
49,49.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.271,0.022,0.708,0.131,0.004,0.000,0.000,-1.000
50,50.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.265,0.021,0.714,0.131,0.004,0.000,0.000,-1.000
51,51.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.261,0.021,0.718,0.131,0.004,0.000,0.000,-1.000
52,52.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.261,0.021,0.718,0.131,0.004,0.000,0.000,-1.000
53,53.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.259,0.021,0.720,0.131,0.004,0.000,0.000,-1.000
54,54.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.255,0.021,0.724,0.131,0.004,0.000,0.000,-1.000
55,55.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.255,0.021,0.724,0.131,0.004,0.000,0.000,-1.000
56,56.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.252,0.020,0.728,0.131,0.004,0.000,0.000,-1.000
57,57.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.246,0.020,0.734,0.131,0.004,0.000,0.000,-1.000
58,58.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.243,0.020,0.737,0.131,0.004,0.000,0.000,-1.000
59,59.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.243,0.020,0.737,0.131,0.004,0.000,0.000,-1.000
60,60.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.241,0.020,0.739,0.131,0.004,0.000,0.000,-1.000
61,61.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.241,0.020,0.739,0.131,0.004,0.000,0.000,-1.000
62,62.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.238,0.019,0.742,0.131,0.004,0.000,0.000,-1.000
63,63.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.238,0.019,0.742,0.131,0.004,0.000,0.000,-1.000
64,64.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.235,0.019,0.746,0.131,0.004,0.000,0.000,-1.000
65,65.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.234,0.019,0.747,0.131,0.004,0.000,0.000,-1.000
66,66.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.231,0.019,0.751,0.131,0.004,0.000,0.000,-1.000
67,67.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.228,0.018,0.754,0.131,0.004,0.000,0.000,-1.000
68,68.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.226,0.018,0.755,0.131,0.004,0.000,0.000,-1.000
69,69.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.223,0.018,0.758,0.131,0.004,0.000,0.000,-1.000
70,70.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
71,72.000,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
72,72.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
73,73.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
74,74.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
75,75.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
76,76.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
77,77.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
78,78.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
79,79.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
80,80.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
81,81.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
82,82.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
83,83.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
84,84.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
85,85.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
86,86.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
87,87.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
88,88.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
89,89.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
90,90.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
91,91.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
92,92.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
93,93.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
94,94.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
95,96.000,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
96,96.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
97,97.997,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
98,98.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
99,99.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
100,100.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
101,101.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
102,102.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
103,104.000,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
104,104.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
105,105.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
106,106.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
107,107.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
108,108.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
109,109.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
110,110.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
111,111.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
112,112.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
113,113.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
114,114.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
115,115.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
116,116.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
117,117.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
118,118.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
119,119.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
120,120.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
121,121.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
122,122.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
123,123.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
124,124.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
125,125.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
126,126.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
127,127.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
128,128.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
129,130.000,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
130,130.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
131,131.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
132,132.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
133,133.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
134,134.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
135,135.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
136,136.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
137,137.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
138,138.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
139,139.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
140,141.000,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
141,141.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
142,142.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
143,143.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
144,144.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
145,145.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
146,146.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
147,147.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
148,148.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
149,149.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
150,150.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
151,151.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
152,152.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
153,153.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
154,154.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
155,155.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
156,156.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
157,157.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
158,158.998,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
159,159.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
160,160.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
161,161.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
162,162.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
163,163.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
164,164.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
165,165.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
166,166.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
167,167.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
168,168.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
169,169.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
170,170.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
171,171.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
172,172.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
173,173.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
174,174.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
175,176.001,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
176,176.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
177,177.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
178,178.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
179,179.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
180,180.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
181,181.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
182,182.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
183,183.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
184,184.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
185,185.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
186,187.000,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
187,188.000,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
188,188.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
189,190.000,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
190,190.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
191,191.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
192,192.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
193,193.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
194,194.999,-1.000,11.780,11.780,0.000,25272,3772,2977,0,0,0,0.222,0.018,0.760,0.131,0.004,0.000,0.000,-1.000
