tick,elapsed_time,exploration_duration,exploration_pct,og_pct,octomap_pct,gt_known_cells,current_known_cells,matched_cells,gt_known_voxels,current_known_voxels,matched_voxels,free_ratio,occupied_ratio,unknown_ratio,iou_free,iou_occupied,exploration_rate,avg_exploration_rate,estimated_completion_time
411,412.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
412,413.006,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
413,414.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
414,415.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
415,416.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
416,417.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
417,418.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
418,419.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
419,420.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
420,421.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
421,422.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
422,423.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
423,424.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
424,425.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
425,426.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
426,427.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
427,428.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
428,429.005,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
429,430.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
430,431.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
431,432.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
432,433.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
433,434.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
434,435.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
435,436.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
436,437.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
437,438.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
438,439.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
439,440.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
440,441.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
441,442.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
442,443.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
443,444.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
444,445.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
445,446.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
446,447.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
447,448.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
448,449.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
449,450.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
450,451.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
451,452.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
452,453.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
453,454.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
454,455.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
455,456.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
456,457.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
457,458.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
458,459.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
459,460.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
460,461.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
461,462.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
462,463.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
463,464.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
464,465.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
465,466.005,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
466,467.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
467,468.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
468,469.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
469,470.003,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
470,471.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
471,472.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
472,473.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
473,474.004,-1.000,25.823,25.823,0.000,25272,7971,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
474,475.004,-1.000,25.823,25.823,0.000,25272,7972,6526,0,0,0,0.471,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
475,476.004,-1.000,25.823,25.823,0.000,25272,7974,6526,0,0,0,0.472,0.036,0.493,0.281,0.012,0.000,0.000,-1.000
476,477.004,-1.000,25.811,25.811,0.000,25272,7975,6523,0,0,0,0.472,0.036,0.492,0.281,0.012,-0.012,-0.001,-1.000
477,478.004,-1.000,25.807,25.807,0.000,25272,7977,6522,0,0,0,0.472,0.036,0.492,0.281,0.011,-0.004,-0.004,-1.000
478,479.004,-1.000,25.803,25.803,0.000,25272,7978,6521,0,0,0,0.472,0.036,0.492,0.281,0.011,-0.004,-0.004,-1.000
479,480.004,-1.000,25.791,25.791,0.000,25272,7982,6518,0,0,0,0.472,0.036,0.492,0.281,0.010,-0.012,-0.012,-1.000
480,481.004,-1.000,25.807,25.807,0.000,25272,7990,6522,0,0,0,0.473,0.036,0.492,0.281,0.010,0.016,0.016,4687.574
481,482.004,-1.000,25.839,25.839,0.000,25272,7999,6530,0,0,0,0.473,0.036,0.491,0.281,0.010,0.032,0.017,4259.618
482,483.004,-1.000,25.847,25.847,0.000,25272,8008,6532,0,0,0,0.473,0.036,0.490,0.281,0.010,0.008,0.016,4504.886
483,484.004,-1.000,25.839,25.839,0.000,25272,8008,6530,0,0,0,0.473,0.037,0.490,0.281,0.010,-0.008,0.014,5288.460
484,485.004,-1.000,25.831,25.831,0.000,25272,8008,6528,0,0,0,0.473,0.037,0.490,0.281,0.010,-0.008,0.012,6269.832
485,486.004,-1.000,25.827,25.827,0.000,25272,8008,6527,0,0,0,0.473,0.037,0.490,0.281,0.010,-0.004,0.010,7235.769
486,487.004,-1.000,25.780,25.780,0.000,25272,8008,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,-0.047,0.004,16574.045
487,488.004,-1.000,25.780,25.780,0.000,25272,8008,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.004,18415.605
488,489.004,-1.000,25.780,25.780,0.000,25272,8008,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.004,20461.784
489,490.004,-1.000,25.780,25.780,0.000,25272,8008,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.003,22735.315
490,491.004,-1.000,25.780,25.780,0.000,25272,8008,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.003,25261.461
491,492.005,-1.000,25.780,25.780,0.000,25272,8008,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.003,28068.290
492,493.006,-1.000,25.780,25.780,0.000,25272,8010,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.002,31186.989
493,494.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.002,34652.210
494,495.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.002,38502.456
495,496.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.002,42780.506
496,497.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.002,47533.896
497,498.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,52815.440
498,499.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,58683.822
499,500.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,65204.247
500,501.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,72449.163
501,502.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,-1.000
502,503.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,-1.000
503,504.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,-1.000
504,505.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,-1.000
505,506.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,-1.000
506,507.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.001,-1.000
507,508.004,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
508,509.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
509,510.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
510,511.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
511,512.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.004,0.001,-1.000
512,513.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.001,-1.000
513,514.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.001,-1.000
514,515.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.001,-1.000
515,516.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
516,517.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
517,518.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
518,519.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
519,520.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
520,521.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
521,522.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
522,523.009,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
523,524.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
524,525.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
525,526.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,-0.004,-0.000,-1.000
526,527.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
527,528.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
528,529.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
529,530.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
530,531.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
531,532.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
532,533.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
533,534.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
534,535.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.004,0.000,-1.000
535,536.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
536,537.009,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
537,538.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
538,539.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
539,540.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,-0.004,-0.000,-1.000
540,541.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
541,542.005,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
542,543.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.004,0.000,-1.000
543,544.007,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
544,545.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
545,546.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
546,547.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
547,548.005,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
548,549.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
549,550.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
550,551.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
551,552.008,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
552,553.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
553,554.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
554,555.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
555,556.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
556,557.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
557,558.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
558,559.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
559,560.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
560,561.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
561,562.007,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
562,563.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
563,564.006,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
564,565.009,-1.000,25.783,25.783,0.000,25272,8013,6516,0,0,0,0.472,0.038,0.490,0.281,0.010,0.000,0.000,-1.000
565,566.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,-0.004,-0.000,-1.000
566,567.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
567,568.009,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
568,569.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
569,570.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
570,571.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
571,572.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
572,573.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
573,574.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
574,575.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
575,576.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
576,577.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
577,578.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
578,579.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
579,580.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
580,581.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
581,582.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
582,583.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
583,584.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
584,585.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
585,586.006,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
586,587.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
587,588.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
588,589.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
589,590.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
590,591.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
591,592.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
592,593.008,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
593,594.008,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
594,595.008,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
595,596.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
596,597.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
597,598.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
598,599.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
599,600.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
600,601.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
601,602.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
602,603.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
603,604.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
604,605.007,-1.000,25.780,25.780,0.000,25272,8013,6515,0,0,0,0.472,0.038,0.490,0.280,0.010,0.000,0.000,-1.000
