timestamp,elapsed_time,velocity_instant,velocity_average,acceleration,yaw_rad,yaw_deg,path_traveled,exploration_pct,og_pct,octomap_pct,exploration_rate,avg_exploration_rate,gt_known_cells,current_known_cells,matched_cells,free_ratio,occupied_ratio,unknown_ratio
0.000000000,0.093,0.008,0.011,0.000,-1.626,-93.146,9.587,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.193,0.008,0.011,0.000,-1.626,-93.146,9.588,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.294,0.008,0.011,0.000,-1.626,-93.146,9.588,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.396,0.007,0.011,0.000,-1.626,-93.146,9.589,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.495,0.007,0.010,0.000,-1.626,-93.145,9.590,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.593,0.007,0.010,0.000,-1.626,-93.146,9.590,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.695,0.006,0.010,0.000,-1.626,-93.149,9.591,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.793,0.006,0.009,0.000,-1.626,-93.166,9.592,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.893,0.005,0.009,0.000,-1.627,-93.196,9.592,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,0.993,0.005,0.009,0.000,-1.628,-93.294,9.594,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.093,0.012,0.009,0.000,-1.632,-93.479,9.595,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.193,0.025,0.010,0.000,-1.638,-93.846,9.597,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.293,0.038,0.012,0.000,-1.645,-94.227,9.599,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.393,0.053,0.014,0.000,-1.653,-94.717,9.602,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.494,0.076,0.019,0.000,-1.666,-95.462,9.606,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.593,0.097,0.025,0.000,-1.679,-96.227,9.611,0.000,0.000,0.000,0.000,-1.000,0,0,0,0.000,0.000,0.000
0.000000000,1.694,0.121,0.031,0.000,-1.695,-97.129,9.616,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.793,0.157,0.044,0.000,-1.721,-98.634,9.626,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.894,0.198,0.058,0.000,-1.753,-100.432,9.638,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
0.000000000,1.993,0.229,0.070,0.000,-1.778,-101.889,9.648,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000
